paper_id,title,file_path,dt_source_uuid,doi,created_at
551,Public Health and Learning Health Systems White Paper,2025/11/a00f2454-ddc6-499b-b4ae-8d60a7645c6b.pdf,6F36A64E-A918-43A2-A518-E922B4A314FA,,2025-11-16T19:42:39.891282+00:00
552,"Copyright © 2024 Grand View Research, Inc., USA",2025/11/cda19d35-f938-4091-b0be-97c084edb6ad.pdf,BCECBA18-0411-427F-A9BF-7594C9D8A28C,,2025-11-16T19:42:40.193193+00:00
553,Building the Public Health Workforce for the 21 Centuryst A Pan-Canadian Framework for Public Health Human Resources Planning,2025/11/e5142d35-ba5b-4655-8590-39cb8cf4bf30.pdf,FF613181-E50E-46A5-898E-FCD701104507,,2025-11-16T19:42:40.521294+00:00
554,AHS Performance Review Proposed Implementation Plan,2025/11/056155c4-8836-4731-ae31-56e19a56f236.pdf,17D537AA-624C-4BD7-A117-F7FE8E4C2F7D,,2025-11-16T19:42:40.948378+00:00
555,Adoption Ready? The AI Exposure of Jobs and Skills in Canada’s Public Sector Workforce,2025/11/f2a0a362-a003-48cc-be42-47a573008a57.pdf,87EF2264-26BC-45CD-99C0-F4F85A8747F7,10.1002/smj.3286,2025-11-16T19:42:41.132077+00:00
556,World report on social determinants of health equity,2025/11/1742f059-0680-4e91-8ff1-b4e4bfcba3b9.pdf,F2DF4AA3-82CB-4C42-878E-6C49040C8237,10.1016/S0140-,2025-11-16T19:42:42.369929+00:00
557,"World health statistics 2020: monitoring health for the SDGs, sustainable development goals",2025/11/07d3acb8-fd1a-41c9-8d71-1b94204b8789.pdf,9F0A76C5-A19B-42CB-A449-2739B6C3DF68,10.1016/S0140-6736(17)32129-3/attachment/a71c66f4-af6a,2025-11-16T19:42:42.922814+00:00
558,Working together for equity,2025/11/a04447cf-271a-498c-8b54-6944d85b6537.pdf,80672E43-8B61-4FAF-AB41-466CE7FF9EAE,,2025-11-16T19:42:43.238024+00:00
559,Public Health Emergency Operations Centre Network (EOC-NET),2025/11/5c16a6a4-c846-4ca2-b0dc-911a2fdad633.pdf,8117B8C5-06C9-4EA5-AF98-0BE326C38F06,10.1371/journal.pmed1000097;2009.,2025-11-16T19:42:43.964103+00:00
560,STRENGTHENING THE HEALTH SYSTEM,2025/11/b6a43437-a049-46b2-9275-c1c200ddefd4.pdf,13171AD5-530B-48CD-A3E8-7F8BE30CE9F6,,2025-11-16T19:42:44.219023+00:00
561,Strengthening primary health,2025/11/57e0982a-a644-4877-b538-5029be6b6f05.pdf,6AC63C7B-FACA-4702-8E94-FDBD717D20C1,10.1016/S0140,2025-11-16T19:42:44.589883+00:00
562,Strategic Partners� Initiative for Data and Digital Health: progress report and working group proposals,2025/11/912fb9f1-7965-405c-9271-d8ed7f2fa842.pdf,0D01484B-9FBB-4728-8B63-8770306F30A0,,2025-11-16T19:42:44.904922+00:00
563,Risk communication and,2025/11/b7a593f7-0b14-46e2-8165-0dcaa5726d6c.pdf,D9D41AC5-A709-4365-AF19-DB2A49C4A347,10.1080/13669877.2020.1773516.,2025-11-16T19:42:45.355906+00:00
564,Recommendations on the delivery of health services for the prevention and care of sexually transmitted infections,2025/11/db49f402-5786-420b-866a-c3cbb2fff38d.pdf,CDA78F76-7808-419E-AF40-4C97202E3EE8,10.1016/j.jclinepi.2020.09.018).,2025-11-16T19:42:45.986762+00:00
565,coverMKK2.pmd,2025/11/fbc6477d-8b78-4727-a3ca-64f219199924.pdf,4313C145-300D-4A7B-9DFF-68B9B2619B8B,,2025-11-16T19:42:46.430719+00:00
566,Operational framework for,2025/11/bf1bb350-1f9f-4d7c-b429-bd3eab8bf429.pdf,764C768F-348E-4304-9DAE-969EB0C9D9BC,,2025-11-16T19:42:47.032518+00:00
567,Global Observatory for,2025/11/90187cf8-db37-4235-8c4c-63e4d61c9580.pdf,DB9F57E0-4AFB-4B15-887D-5B8FC960179C,,2025-11-16T19:42:47.718885+00:00
568,How to build an infodemic insights report in six steps,2025/11/5d199b5e-fd49-469e-b844-06400e0a9e0e.pdf,0C399B15-E85B-4882-9369-3022B2BCCDF2,,2025-11-16T19:42:48.296913+00:00
569,WHO’S EMERGENCY RESPONSE,2025/11/7a2961a3-b822-45d4-b4a3-a6b4a9b09f5d.pdf,80546DBF-17BF-4D89-8767-6B75628FF17F,10.1136/bmjgh-2020-002404,2025-11-16T19:42:48.963212+00:00
570,Disaster Recovery Guidance Series,2025/11/04b013b1-d925-498b-ba20-388dec0c675e.pdf,A03EF3A3-A33C-450C-9461-B2A96854B195,,2025-11-16T19:42:49.322817+00:00
571,Addressing health determinants in a digital age: project report,2025/11/ce5412b5-0d1d-421d-be0a-a5001d2025d5.pdf,2C3E7666-FAD3-4E18-A370-09F138F4AEA2,10.2196/48000).,2025-11-16T19:42:49.770752+00:00
572,Civil Society Organization,2025/11/9ba4024b-ac4c-495d-8fe5-bafa23e817af.pdf,38C92FC2-1CA6-448E-95BB-D845545AAE0C,10.1017/dmp.2023.99,2025-11-16T19:42:50.027296+00:00
573,Building Resiliency Together,2025/11/d6fba9ac-7023-48e9-b1cc-fe2ae73eb799.pdf,66FFDF6C-3463-42F3-931A-EFDF8EFB1657,,2025-11-16T20:05:24.333596+00:00
574,A SUMMARY OF FINDINGS,2025/11/f614301b-4007-4f95-b29b-032547dc5567.pdf,54719CAF-3110-4FD0-95F6-33911C8EA09D,10.1002/asi.24733,2025-11-16T20:05:24.456767+00:00
575,Human or AI? : Evaluating labels on AI-Generated Social Media Content,2025/11/7b303152-f847-46d7-957c-c4ff1b0e02d6.pdf,369507D4-1A37-4DEC-8108-68C27EB435ED,10.1016/j.paid.2021.111074.,2025-11-16T20:05:24.823223+00:00
576,From Potential to Performance: Roundtable Report on Canada’s Investment in AI Compute Infrastructure,2025/11/14a69d17-f7eb-4023-81e0-82306efb517b.pdf,86352131-7C52-4C5B-AF02-9C672D7F2F6C,10.1145/3065386.,2025-11-16T20:05:25.246305+00:00
577,Att möta informationspåverkan – Handbok för journalister,2025/11/f6bb0b3a-aac8-4061-afd7-920f422e3f2b.pdf,728401DE-4036-4438-A0DA-9245A7DDBDE3,10.1080/1553118X.2018.1493485,2025-11-16T20:05:25.838771+00:00
578,"Björn Bjurling, Senior researcher,",2025/11/6934234d-36ec-40a3-ae4b-12ad2b1a3211.pdf,BAFBB4A2-A1B6-4CBD-B8DF-7E8F4939FB59,,2025-11-16T20:05:26.138450+00:00
579,Building Resilience and Psychological Defence,2025/11/c9867ad9-8d43-4191-bb61-3d6eafb1964d.pdf,B2264B55-4EC7-481C-A940-B3800A9E3C49,,2025-11-16T20:05:26.295834+00:00
580,Practical Playbook for Addressing Health Rumors,2025/11/8dcc0eaa-0d84-49bb-816e-99ddcfc26012.pdf,C318A847-C73F-4C48-8F63-65052C67F664,10.1016/j.vaccine.2023.02.045,2025-11-16T20:05:26.613260+00:00
581,National AI Strategy,2025/11/b8b117d5-209e-44d7-a22b-0676be9d44ee.pdf,7303FEF7-4E83-4F1A-9D0D-D76F62FDB17D,,2025-11-16T20:05:26.978053+00:00
582,Quality Improvement Primers,2025/11/48268b16-35eb-42ae-8e55-ed7b234e8932.pdf,83D22ADB-E30B-411D-90E4-48A2F1B528CE,,2025-11-16T20:05:27.081317+00:00
583,BC Ministry of Health,2025/11/843a99ce-9338-410d-b5c5-b8a79324fd60.pdf,30C9C7CC-2DE4-48C2-9F9F-D2E0CB0E21FA,,2025-11-16T20:05:27.236407+00:00
584,[Funding Agency],2025/11/7c0f2bf4-7b02-40f3-a702-9bb77d3d412f.pdf,6C27AEEE-9BAA-40E8-813B-A25C05C36D73,,2025-11-16T20:05:27.451659+00:00
585,Population and Public,2025/11/3a149e60-ca90-4230-9a32-a1a9d9beb8f4.pdf,89B8FB4E-4006-4302-97C1-2EC63991B052,,2025-11-16T20:05:27.943666+00:00
586,A Framework for Core Functions In Public Health,2025/11/1d3a7c7d-78a7-4d23-9f69-72a8a49ba15b.pdf,1782B252-3194-412A-9063-4ABD7E7F9FE7,,2025-11-16T20:05:28.396461+00:00
587,Strengthening the Use of Science for,2025/11/52c5cd6d-ba79-4742-b6ba-d59d2a458e83.pdf,8D59D3BB-5AFD-430A-A2A5-B04F916FE426,,2025-11-16T20:05:28.514638+00:00
588,The Evolution of Disinformation - A Deepfake Future,2025/11/ed14ffa0-36fc-4c4f-933d-a7ccc498c6f8.pdf,94F086CD-5A8D-4637-B7D0-041500484B19,10.1089/cyber.2021.29208.jth.,2025-11-16T20:05:28.862490+00:00
589,Public Health Agency of Canada,2025/11/045dd109-ba02-4ac9-92dd-b3e52d0ff072.pdf,6BFC11BF-797C-4255-9934-AD9C8B364549,,2025-11-16T20:05:29.011829+00:00
590,Population and Public,2025/11/43ee75de-9bbd-4ad2-8a6b-1b893cfea8ee.pdf,04323B35-B8EE-4BC3-97AD-0396CE119C71,,2025-11-16T20:05:29.428478+00:00
591,Emergency Management British Columbia,2025/11/ca9ece4a-6e28-42fd-95f5-9adeaee97fc2.pdf,A80BF187-A119-4CE1-8728-6CDCA796E231,,2025-11-16T20:05:29.695692+00:00
592,Transforming Public Health: CIHR IPPH Strategic Plan 2022-2026,2025/11/3ac38f9c-33b4-4205-9b9b-9113d64b5cd6.pdf,11413A5C-9B59-4BC6-B2E7-ABEFC400F667,,2025-11-16T20:05:30.090352+00:00
593,British Columbia Emergency Management System (BCEMS) Guide 2016,2025/11/10aacbba-5f15-4f4a-9459-316bd9f6ece4.pdf,989B0A22-E56B-4E71-B921-C50E8627DF5E,,2025-11-16T20:05:30.531932+00:00
594,2025 Health and Media Annual Tracking Survey,2025/11/3d2f9d6c-b983-4252-b7ff-2aff19e9381b.pdf,7A623FC3-D7A1-43EC-945C-37C1B9B5F590,,2025-11-16T20:05:30.830091+00:00
595,World health statistics 2023 – Monitoring health for the SDGs,2025/11/2dca26bf-a862-410c-8ffb-466d356ee57b.pdf,B94C81F8-E1B6-4008-A62E-137588DA8B20,10.1136/bmjoq-2020-001089.,2025-11-16T20:05:32.877148+00:00
596,WHO guideline on HIV service delivery,2025/11/8929203b-52d3-48b4-b798-093be14fd292.pdf,70BFC85F-41FB-4144-846D-375F1E720446,10.24875/AIDSRev.24000004,2025-11-16T20:05:33.163217+00:00
597,Operational framework for monitoring the social determinants of health equity,2025/11/d9129505-f382-4bcb-9785-5b349c3624a8.pdf,D8ABAB5F-6D10-4C38-97A6-625A90C534FE,10.34172/ijhpm.2020.233.,2025-11-16T20:05:34.120605+00:00
598,Epidemiological data analysis for the early warning alert and response network (EWARN) in humanitarian emergencies: a quick,2025/11/55faef49-9c79-4a4c-af84-96021ca3753d.pdf,C9FBA5B1-E573-488D-8500-600D7DA20462,,2025-11-16T20:05:34.527443+00:00
599,Engaging with communities,2025/11/8f8f823b-2e7a-443e-87da-bb37bc871a77.pdf,C10E3732-7A42-410C-AAE9-F709982AFCF4,10.4137/ehi.s2158.,2025-11-16T20:05:34.901647+00:00
600,COMBI Field Workbook: Planning Steps for Outbreak Response,2025/11/70560379-0e00-4065-8e65-5bb7d1921286.pdf,6520C8A3-E582-4170-B6A1-9747F76A4D1A,,2025-11-16T20:05:35.296525+00:00
601,Methods of Synthesis: Making it useful for evidence-based management and policy making,2025/11/07249fb2-f156-4690-9f16-0d2da51fd1ec.pdf,689EAB34-FD3C-4332-9AEB-E91F01D916ED,,2025-11-16T20:05:35.778129+00:00
602,Protecting Population Health in a Climate Emergency,2025/11/16c98fca-f46a-4707-bfd8-12a2d311d7bc.pdf,9BAA97FB-F3D4-4050-BEE1-338A3B2BBB16,10.9778/cmajo.20210291,2025-11-16T20:05:36.047035+00:00
603,A Learning Health System Adoption Engine,2025/11/e8bee8c1-230a-4464-8b10-2beac47d31d5.pdf,7F343AD6-084A-48C9-9B42-AEC659ACCE56,10.13184/eidon.39.2013.89-91,2025-11-16T20:05:36.357318+00:00
604,Generating Real-World Evidence by Strengthening Real-World Data Sources,2025/11/6cc72b16-17c5-40a9-bf84-cd01e30f46bd.pdf,B791CE01-E105-403A-82C2-DF97D209F5FC,10.1186/s12916-018-1247-8,2025-11-16T20:05:36.439767+00:00
605,Ethics Guidelines for AI,2025/11/075f4ec0-259a-42c7-8d72-d7cb873770d7.pdf,21D152A4-55DD-43B2-BC49-B3812A905396,,2025-11-16T20:05:36.744019+00:00
606,ETHICS AND GOVERNANCE OF ARTIFICIAL INTELLIGENCE FOR HEALTH,2025/11/ca3f93a0-d862-4648-99fe-94128a449d50.pdf,295D6504-CE36-498D-9298-2D66136A915D,10.1002/hast.842.,2025-11-16T20:05:37.602491+00:00
607,E f f e c ti v e C o m m u n i c a ti o n s,2025/11/b3de6622-1c77-471d-8d8c-0fa0b91a439b.pdf,DC087C9B-CD1A-453C-ABB0-2C136973DE7A,,2025-11-16T20:05:37.826214+00:00
608,The Chief Public Health,2025/11/fdb2b1d4-858b-4d3f-b92c-066f70a670c8.pdf,7A71AA10-DED0-4232-8EED-11883FE55D26,,2025-11-16T20:05:38.586832+00:00
609,Strengthening Public Health Systems in Canada,2025/11/d79f3754-2de0-4ae6-a4c3-d4e93bbe2dec.pdf,E674F09E-6AF1-4802-817F-DAC6850CF74B,,2025-11-16T20:05:39.054289+00:00
610,Core Competencies For Public Health In Canada,2025/11/cdaebb63-8a04-4250-94c9-65c4165d8102.pdf,7DEF92FF-0544-4E66-BE7A-BBE3BFF2443A,,2025-11-16T20:05:39.283663+00:00
611,For the Chief Public Health Officer of Canada's Report,2025/11/90418f41-7ca8-41e7-8b65-4854c4083ea9.pdf,079ACC8A-A454-4466-B023-E8ED0F40F8BA,,2025-11-16T20:05:39.364452+00:00
612,Pew Research Center ae,2025/11/e4e92b20-b78a-4441-9374-41bd6e83b4b3.pdf,28EBD7F4-F2BC-4A85-9506-A962A51F35D7,,2025-11-16T20:05:39.734958+00:00
613,Microsoft Word - Camera Ready_for FaccT.docx,2025/11/bd307ef1-6320-4d97-a05e-58b69999d7b7.pdf,34D65314-AFDF-45C1-A544-47DB443885C7,10.1145/3461702.3462571,2025-11-16T20:05:40.571205+00:00
614,Pew Research Center ae,2025/11/07d995c6-5bcb-413c-9941-b71952f5b4ba.pdf,4340BF71-8219-447E-AAB2-BA5B9DF82B76,,2025-11-16T20:05:40.742992+00:00
414,"Jessica Ohnesorg, Nazek Fakhoury, Noura Eltahawi and Mouzhi Ge",2025/11/edc36610-a746-4128-acde-76d9a0c86cb0.pdf,5C7E6FF3-7094-47E4-8C4D-221B34434B6D,10.5220/0012731400003714,2025-11-13T08:52:34.161698+00:00
706,COVID-19 Misinformation Online and Health Literacy: A Brief Overview,2025/11/b8a299bc-b291-4cae-b252-f4cfd9dc4d7d.pdf,E10683FC-62D6-4BA6-9A19-B58B5DF82956,10.3390/ijerph18158091,2025-11-16T20:14:46.940405+00:00
737,Cultural Intelligence in AI Ethics: A Systematic Framework for Implementation Across Global Contexts,2025/11/425d50f2-bbe0-4eb7-a7ab-9e1f4f7fd11e.pdf,EF62251A-DDF6-40CC-A26C-D891FA8C9C52,10.1109/ISACC65211.2025.10969295,2025-11-16T20:14:52.945213+00:00
